台灣頻道,#genre#
中天亞洲,https://tang.serv00.net/zb/99.php?id=2277&token=ade00fd0
中天亞洲,https://tang.serv00.net/zb/99.php?id=322&token=ade00fd0
民視綜藝,https://tang.serv00.net/zb/99.php?id=98&token=ade00fd0
民視第一台,https://tang.serv00.net/zb/99.php?id=34&token=ade00fd0
民視台灣,https://tang.serv00.net/zb/99.php?id=36&token=ade00fd0
龍華日韓,https://tang.serv00.net/zb/99.php?id=382&token=ade00fd0
豬哥亮歌廳秀,https://tang.serv00.net/zb/99.php?id=75&token=ade00fd0
豬哥會社,https://tang.serv00.net/zb/99.php?id=103&token=ade00fd0
ELTA娛樂台,https://tang.serv00.net/zb/99.php?id=351&token=ade00fd0
韓國娛樂,https://tang.serv00.net/zb/99.php?id=73&token=ade00fd0
靖天國際,https://tang.serv00.net/zb/99.php?id=345&token=ade00fd0
靖天育樂,https://tang.serv00.net/zb/99.php?id=1029&token=ade00fd0
靖天日本,https://tang.serv00.net/zb/99.php?id=108&token=ade00fd0
靖天歡樂,https://tang.serv00.net/zb/99.php?id=51&token=ade00fd0
三立綜合,https://tang.serv00.net/zb/99.php?id=315&token=ade00fd0
三立綜合,https://tang.serv00.net/zb/99.php?id=2815&token=ade00fd0
靖天資訊,https://tang.serv00.net/zb/99.php?id=49&token=ade00fd0
靖天綜合,https://tang.serv00.net/zb/99.php?id=308&token=ade00fd0
中視經典,https://tang.serv00.net/zb/99.php?id=185&token=ade00fd0
中視菁采,https://tang.serv00.net/zb/99.php?id=74&token=ade00fd0
TVBS精采,https://tang.serv00.net/zb/99.php?id=66&token=ade00fd0
TVBS精采,https://tang.serv00.net/zb/99.php?id=117&token=ade00fd0
年代much,https://tang.serv00.net/zb/99.php?id=1359&token=ade00fd0
ELTA綜合,https://tang.serv00.net/zb/99.php?id=1137&token=ade00fd0
TVN台湾版,https://tang.serv00.net/zb/99.php?id=2288&token=ade00fd0
東森購物3,https://tang.serv00.net/zb/99.php?id=1584&token=ade00fd0
MOMO購物1,https://tang.serv00.net/zb/99.php?id=1585&token=ade00fd0
MOMO購物2,https://tang.serv00.net/zb/99.php?id=1586&token=ade00fd0
美好購物1,https://tang.serv00.net/zb/99.php?id=1591&token=ade00fd0
美好購物2,https://tang.serv00.net/zb/99.php?id=1592&token=ade00fd0
大立電視,https://tang.serv00.net/zb/99.php?id=1593&token=ade00fd0
國會頻道１,https://tang.serv00.net/zb/99.php?id=2614&token=ade00fd0
國會頻道2,https://tang.serv00.net/zb/99.php?id=420&token=ade00fd0
海豚綜合,https://tang.serv00.net/zb/99.php?id=262&token=ade00fd0
台灣地震監視,https://tang.serv00.net/zb/99.php?id=2637&token=ade00fd0
誠心電視,https://tang.serv00.net/zb/99.php?id=495&token=ade00fd0
第一名電視,https://tang.serv00.net/zb/99.php?id=216&token=ade00fd0
中視經典綜藝,https://tang.serv00.net/zb/99.php?id=2773&token=ade00fd0
三立新聞,https://tang.serv00.net/zb/99.php?id=43&token=ade00fd0
三立新聞,https://tang.serv00.net/zb/99.php?id=2794&token=ade00fd0
三立新聞,https://tang.serv00.net/zb/99.php?id=2392&token=ade00fd0
三立+,https://tang.serv00.net/zb/99.php?id=320&token=ade00fd0
東森新聞,https://tang.serv00.net/zb/99.php?id=1025&token=ade00fd0
東森新聞4,https://tang.serv00.net/zb/99.php?id=2766&token=ade00fd0
東森新聞,https://tang.serv00.net/zb/99.php?id=1358&token=ade00fd0
東森新聞,https://tang.serv00.net/zb/99.php?id=2393&token=ade00fd0
東森亞洲,https://tang.serv00.net/zb/99.php?id=3&token=ade00fd0
中天新聞2台,https://tang.serv00.net/zb/99.php?id=152&token=ade00fd0
中天新聞,https://tang.serv00.net/zb/99.php?id=2420&token=ade00fd0
民視新聞,https://tang.serv00.net/zb/99.php?id=2395&token=ade00fd0
民視新聞,https://tang.serv00.net/zb/99.php?id=13&token=ade00fd0
TVBS新聞,https://tang.serv00.net/zb/99.php?id=2736&token=ade00fd0
TVBS新聞,https://tang.serv00.net/zb/99.php?id=2&token=ade00fd0
TVBS新聞,https://tang.serv00.net/zb/99.php?id=2396&token=ade00fd0
東森財經,https://tang.serv00.net/zb/99.php?id=2397&token=ade00fd0
東森財經,https://tang.serv00.net/zb/99.php?id=12&token=ade00fd0
華視新聞,https://tang.serv00.net/zb/99.php?id=2424&token=ade00fd0
華視新聞,https://tang.serv00.net/zb/99.php?id=1171&token=ade00fd0
三立iNEWS,https://tang.serv00.net/zb/99.php?id=6&token=ade00fd0
台視新聞,https://tang.serv00.net/zb/99.php?id=2399&token=ade00fd0
台視新聞,https://tang.serv00.net/zb/99.php?id=1&token=ade00fd0
中視新聞,https://tang.serv00.net/zb/99.php?id=2400&token=ade00fd0
寰宇新聞,https://tang.serv00.net/zb/99.php?id=2401&token=ade00fd0
寰宇新聞,https://tang.serv00.net/zb/99.php?id=304&token=ade00fd0
寰宇財經,https://tang.serv00.net/zb/99.php?id=2536&token=ade00fd0
公視新聞,https://tang.serv00.net/zb/99.php?id=20&token=ade00fd0
寰宇臺灣,https://tang.serv00.net/zb/99.php?id=87&token=ade00fd0
年代新聞,https://tang.serv00.net/zb/99.php?id=2719&token=ade00fd0
年代新聞,https://tang.serv00.net/zb/99.php?id=1099&token=ade00fd0
壹新聞,https://tang.serv00.net/zb/99.php?id=2777&token=ade00fd0
壹新聞,https://tang.serv00.net/zb/99.php?id=494&token=ade00fd0
台視財經,https://tang.serv00.net/zb/99.php?id=300&token=ade00fd0
鏡新聞mnews,https://tang.serv00.net/zb/99.php?id=463&token=ade00fd0
三立国際,https://tang.serv00.net/zb/99.php?id=2285&token=ade00fd0
CBN News,https://tang.serv00.net/zb/99.php?id=499&token=ade00fd0
東森戲劇,https://tang.serv00.net/zb/99.php?id=2825&token=ade00fd0
東森戲劇,https://tang.serv00.net/zb/99.php?id=321&token=ade00fd0
八大戲劇,https://tang.serv00.net/zb/99.php?id=81&token=ade00fd0
緯來戲劇,https://tang.serv00.net/zb/99.php?id=2727&token=ade00fd0
緯來戲劇,https://tang.serv00.net/zb/99.php?id=339&token=ade00fd0
CATCHPLAY,https://tang.serv00.net/zb/99.php?id=93&token=ade00fd0
東森電影,https://tang.serv00.net/zb/99.php?id=350&token=ade00fd0
東森電影,https://tang.serv00.net/zb/99.php?id=2720&token=ade00fd0
緯來電影,https://tang.serv00.net/zb/99.php?id=2728&token=ade00fd0
HBO HD,https://tang.serv00.net/zb/99.php?id=332&token=ade00fd0
HBO HD,https://tang.serv00.net/zb/99.php?id=2823&token=ade00fd0
東森洋片,https://tang.serv00.net/zb/99.php?id=1128&token=ade00fd0
壹電影,https://tang.serv00.net/zb/99.php?id=2284&token=ade00fd0
好萊塢電影,https://tang.serv00.net/zb/99.php?id=37&token=ade00fd0
愛爾達影劇,https://tang.serv00.net/zb/99.php?id=500&token=ade00fd0
CineMAX,https://tang.serv00.net/zb/99.php?id=346&token=ade00fd0
靖天映畫,https://tang.serv00.net/zb/99.php?id=349&token=ade00fd0
靖洋戲劇,https://tang.serv00.net/zb/99.php?id=319&token=ade00fd0
緯來精彩,https://tang.serv00.net/zb/99.php?id=2280&token=ade00fd0
EYE戲劇,https://tang.serv00.net/zb/99.php?id=191&token=ade00fd0
三立戲劇,https://tang.serv00.net/zb/99.php?id=64&token=ade00fd0
三立戲劇,https://tang.serv00.net/zb/99.php?id=2819&token=ade00fd0
龍華偶像,https://tang.serv00.net/zb/99.php?id=385&token=ade00fd0
霹靂臺灣,https://tang.serv00.net/zb/99.php?id=1339&token=ade00fd0
靖天電影,https://tang.serv00.net/zb/99.php?id=110&token=ade00fd0
美亞電影,https://tang.serv00.net/zb/99.php?id=375&token=ade00fd0
民視影劇,https://tang.serv00.net/zb/99.php?id=1023&token=ade00fd0
HBOSignature,https://tang.serv00.net/zb/99.php?id=329&token=ade00fd0
HBOSignature,https://tang.serv00.net/zb/99.php?id=2824&token=ade00fd0
HBO Hits,https://tang.serv00.net/zb/99.php?id=330&token=ade00fd0
采昌影劇,https://tang.serv00.net/zb/99.php?id=62&token=ade00fd0
采昌影劇,https://tang.serv00.net/zb/99.php?id=2804&token=ade00fd0
影迷數位電影,https://tang.serv00.net/zb/99.php?id=497&token=ade00fd0
影迷數位電影,https://tang.serv00.net/zb/99.php?id=2800&token=ade00fd0
龍華戲劇,https://tang.serv00.net/zb/99.php?id=365&token=ade00fd0
龍華戲劇,https://tang.serv00.net/zb/99.php?id=2796&token=ade00fd0
龍華經典,https://tang.serv00.net/zb/99.php?id=100&token=ade00fd0
龍翔時代,https://tang.serv00.net/zb/99.php?id=373&token=ade00fd0
AXN臺灣,https://tang.serv00.net/zb/99.php?id=423&token=ade00fd0
AXN臺灣,https://tang.serv00.net/zb/99.php?id=2816&token=ade00fd0
天映經典,https://tang.serv00.net/zb/99.php?id=2289&token=ade00fd0
公視戲劇,https://tang.serv00.net/zb/99.php?id=69&token=ade00fd0
AXN亞洲,https://tang.serv00.net/zb/99.php?id=1066&token=ade00fd0
Trill恐怖電影,https://tang.serv00.net/zb/99.php?id=18&token=ade00fd0
龍華電影,https://tang.serv00.net/zb/99.php?id=311&token=ade00fd0
華納電影,https://tang.serv00.net/zb/99.php?id=83&token=ade00fd0
靖天戲劇,https://tang.serv00.net/zb/99.php?id=109&token=ade00fd0
龍華洋片,https://tang.serv00.net/zb/99.php?id=341&token=ade00fd0
緯來體育,https://tang.serv00.net/zb/99.php?id=118&token=ade00fd0
緯來體育,https://tang.serv00.net/zb/99.php?id=2732&token=ade00fd0
Eleven Sport 1,https://tang.serv00.net/zb/99.php?id=3224&token=ade00fd0
Eleven Sport 1,https://tang.serv00.net/zb/99.php?id=1133&token=ade00fd0
Eleven Sport 2,https://tang.serv00.net/zb/99.php?id=301&token=ade00fd0
ELTA體育1,https://tang.serv00.net/zb/99.php?id=192&token=ade00fd0
ELTA體育1,https://tang.serv00.net/zb/99.php?id=2729&token=ade00fd0
ELTA體育2,https://tang.serv00.net/zb/99.php?id=193&token=ade00fd0
ELTA體育2,https://tang.serv00.net/zb/99.php?id=2730&token=ade00fd0
ELTA體育3,https://tang.serv00.net/zb/99.php?id=194&token=ade00fd0
ELTA體育3,https://tang.serv00.net/zb/99.php?id=2731&token=ade00fd0
ELTA體育3台,https://tang.serv00.net/zb/99.php?id=2722&token=ade00fd0
ELTA體育4,https://tang.serv00.net/zb/99.php?id=2820&token=ade00fd0
Z頻道,https://tang.serv00.net/zb/99.php?id=1130&token=ade00fd0
博斯無限,https://tang.serv00.net/zb/99.php?id=381&token=ade00fd0
博斯無限,https://tang.serv00.net/zb/99.php?id=2797&token=ade00fd0
博斯無限2,https://tang.serv00.net/zb/99.php?id=426&token=ade00fd0
博斯無限2,https://tang.serv00.net/zb/99.php?id=2798&token=ade00fd0
博斯運動1,https://tang.serv00.net/zb/99.php?id=379&token=ade00fd0
博斯運動2,https://tang.serv00.net/zb/99.php?id=380&token=ade00fd0
亞洲旅遊,https://tang.serv00.net/zb/99.php?id=2299&token=ade00fd0
探索頻道,https://tang.serv00.net/zb/99.php?id=2817&token=ade00fd0
探索頻道,https://tang.serv00.net/zb/99.php?id=1035&token=ade00fd0
大陸尋奇,https://tang.serv00.net/zb/99.php?id=102&token=ade00fd0
動物星球,https://tang.serv00.net/zb/99.php?id=367&token=ade00fd0
民視旅遊,https://tang.serv00.net/zb/99.php?id=78&token=ade00fd0
探索亞洲,https://tang.serv00.net/zb/99.php?id=306&token=ade00fd0
探索科學,https://tang.serv00.net/zb/99.php?id=343&token=ade00fd0
國家野生,https://tang.serv00.net/zb/99.php?id=1038&token=ade00fd0
探索EVE,https://tang.serv00.net/zb/99.php?id=1036&token=ade00fd0
TaiwanPlus,https://tang.serv00.net/zb/99.php?id=327&token=ade00fd0
視納華仁紀實,https://tang.serv00.net/zb/99.php?id=91&token=ade00fd0
美食星球,https://tang.serv00.net/zb/99.php?id=1360&token=ade00fd0
美食星球,https://tang.serv00.net/zb/99.php?id=3073&token=ade00fd0
EYE旅遊,https://tang.serv00.net/zb/99.php?id=1494&token=ade00fd0
探索動力DMAX,https://tang.serv00.net/zb/99.php?id=335&token=ade00fd0
Globetrotter 環遊旅行家,https://tang.serv00.net/zb/99.php?id=114&token=ade00fd0
MOMO親子,https://tang.serv00.net/zb/99.php?id=2767&token=ade00fd0
MOMO親子,https://tang.serv00.net/zb/99.php?id=1126&token=ade00fd0
東森幼幼（備）,https://tang.serv00.net/zb/99.php?id=2771&token=ade00fd0
東森幼幼（備）,https://tang.serv00.net/zb/99.php?id=371&token=ade00fd0
東森亞洲呦呦,https://tang.serv00.net/zb/99.php?id=293&token=ade00fd0
CN卡通,https://tang.serv00.net/zb/99.php?id=107&token=ade00fd0
靖洋卡通,https://tang.serv00.net/zb/99.php?id=348&token=ade00fd0
靖天卡通,https://tang.serv00.net/zb/99.php?id=344&token=ade00fd0
大愛一臺,https://tang.serv00.net/zb/99.php?id=11&token=ade00fd0
港澳頻道,#genre#
TVB翡翠,https://tang.serv00.net/zb/99.php?id=390&token=ade00fd0
TVB翡翠,https://tang.serv00.net/zb/99.php?id=30&token=ade00fd0
TVB明珠,https://tang.serv00.net/zb/99.php?id=2437&token=ade00fd0
TVB明珠,https://tang.serv00.net/zb/99.php?id=391&token=ade00fd0
無線新聞,https://tang.serv00.net/zb/99.php?id=45&token=ade00fd0
無線新聞,https://tang.serv00.net/zb/99.php?id=394&token=ade00fd0
HOY资讯台,https://tang.serv00.net/zb/99.php?id=395&token=ade00fd0
Viu TV,https://tang.serv00.net/zb/99.php?id=2334&token=ade00fd0
Viutv,https://tang.serv00.net/zb/99.php?id=72&token=ade00fd0
TVB財經,https://tang.serv00.net/zb/99.php?id=2818&token=ade00fd0
TVB直播,https://tang.serv00.net/zb/99.php?id=2743&token=ade00fd0
TVB J2,https://tang.serv00.net/zb/99.php?id=392&token=ade00fd0
TVB J2,https://tang.serv00.net/zb/99.php?id=2834&token=ade00fd0
NOWTV,https://tang.serv00.net/zb/99.php?id=1246&token=ade00fd0
鳳凰香港,https://tang.serv00.net/zb/99.php?id=2810&token=ade00fd0
鳳凰衛視,https://tang.serv00.net/zb/99.php?id=2291&token=ade00fd0
鳳凰衛視,https://tang.serv00.net/zb/99.php?id=2812&token=ade00fd0
鳳凰资讯,https://tang.serv00.net/zb/99.php?id=2811&token=ade00fd0
鳳凰资讯,https://tang.serv00.net/zb/99.php?id=2292&token=ade00fd0
星空衛視,https://tang.serv00.net/zb/99.php?id=56&token=ade00fd0
港臺32,https://tang.serv00.net/zb/99.php?id=397&token=ade00fd0
HKIBC,https://tang.serv00.net/zb/99.php?id=354&token=ade00fd0
HOY,https://tang.serv00.net/zb/99.php?id=401&token=ade00fd0
澳門資訊,https://tang.serv00.net/zb/99.php?id=399&token=ade00fd0
澳視澳門,https://tang.serv00.net/zb/99.php?id=23&token=ade00fd0
澳視葡語,https://tang.serv00.net/zb/99.php?id=24&token=ade00fd0
18台,https://tang.serv00.net/zb/99.php?id=2813&token=ade00fd0
澳門Macau,https://tang.serv00.net/zb/99.php?id=364&token=ade00fd0
廣東珠江,https://tang.serv00.net/zb/99.php?id=1034&token=ade00fd0
18台,https://tang.serv00.net/zb/99.php?id=44&token=ade00fd0
澳門蓮花,https://tang.serv00.net/zb/99.php?id=70&token=ade00fd0
鳳凰電影,https://tang.serv00.net/zb/99.php?id=2814&token=ade00fd0
Viutv 6,https://tang.serv00.net/zb/99.php?id=176&token=ade00fd0
創世電視,https://tang.serv00.net/zb/99.php?id=1317&token=ade00fd0
澳亞衛視,https://tang.serv00.net/zb/99.php?id=85&token=ade00fd0
Euronews English,https://tang.serv00.net/zb/99.php?id=2342&token=ade00fd0
TVB亞洲劇,https://tang.serv00.net/zb/99.php?id=1048&token=ade00fd0
TVB粵語片,https://tang.serv00.net/zb/99.php?id=1589&token=ade00fd0
TVB功夫台,https://tang.serv00.net/zb/99.php?id=168&token=ade00fd0
亞美卫视,https://tang.serv00.net/zb/99.php?id=8&token=ade00fd0
TVB1,https://tang.serv00.net/zb/99.php?id=1242&token=ade00fd0
TVB DRAMA,https://tang.serv00.net/zb/99.php?id=1243&token=ade00fd0
TVBJ1,https://tang.serv00.net/zb/99.php?id=1244&token=ade00fd0
TVBE,https://tang.serv00.net/zb/99.php?id=1245&token=ade00fd0
新時代東部,https://tang.serv00.net/zb/99.php?id=1286&token=ade00fd0
新時代西部,https://tang.serv00.net/zb/99.php?id=1287&token=ade00fd0
新時代2,https://tang.serv00.net/zb/99.php?id=1288&token=ade00fd0
城市電視,https://tang.serv00.net/zb/99.php?id=1289&token=ade00fd0
TVB星河,https://tang.serv00.net/zb/99.php?id=1079&token=ade00fd0
TVB經典,https://tang.serv00.net/zb/99.php?id=1083&token=ade00fd0
新聞頻道,#genre#
HOY资讯台,https://tang.serv00.net/zb/99.php?id=395&token=ade00fd0
HKIBC,https://tang.serv00.net/zb/99.php?id=354&token=ade00fd0
三立新聞,https://tang.serv00.net/zb/99.php?id=43&token=ade00fd0
三立新聞,https://tang.serv00.net/zb/99.php?id=2794&token=ade00fd0
三立新聞,https://tang.serv00.net/zb/99.php?id=2392&token=ade00fd0
三立+,https://tang.serv00.net/zb/99.php?id=320&token=ade00fd0
東森新聞,https://tang.serv00.net/zb/99.php?id=1025&token=ade00fd0
東森新聞4,https://tang.serv00.net/zb/99.php?id=2766&token=ade00fd0
東森新聞,https://tang.serv00.net/zb/99.php?id=1358&token=ade00fd0
東森新聞,https://tang.serv00.net/zb/99.php?id=2393&token=ade00fd0
東森亞洲,https://tang.serv00.net/zb/99.php?id=3&token=ade00fd0
中天新聞,https://tang.serv00.net/zb/99.php?id=2394&token=ade00fd0
中天新聞2台,https://tang.serv00.net/zb/99.php?id=152&token=ade00fd0
中天新聞,https://tang.serv00.net/zb/99.php?id=2420&token=ade00fd0
民視新聞,https://tang.serv00.net/zb/99.php?id=2395&token=ade00fd0
民視新聞,https://tang.serv00.net/zb/99.php?id=13&token=ade00fd0
TVBS新聞,https://tang.serv00.net/zb/99.php?id=2736&token=ade00fd0
TVBS新聞,https://tang.serv00.net/zb/99.php?id=2&token=ade00fd0
TVBS新聞,https://tang.serv00.net/zb/99.php?id=2396&token=ade00fd0
東森財經,https://tang.serv00.net/zb/99.php?id=2397&token=ade00fd0
東森財經,https://tang.serv00.net/zb/99.php?id=12&token=ade00fd0
華視新聞,https://tang.serv00.net/zb/99.php?id=2424&token=ade00fd0
華視新聞,https://tang.serv00.net/zb/99.php?id=1171&token=ade00fd0
三立iNEWS,https://tang.serv00.net/zb/99.php?id=2398&token=ade00fd0
三立iNEWS,https://tang.serv00.net/zb/99.php?id=6&token=ade00fd0
台視新聞,https://tang.serv00.net/zb/99.php?id=2399&token=ade00fd0
台視新聞,https://tang.serv00.net/zb/99.php?id=1&token=ade00fd0
中視新聞,https://tang.serv00.net/zb/99.php?id=2400&token=ade00fd0
中視新聞,https://tang.serv00.net/zb/99.php?id=7&token=ade00fd0
寰宇新聞,https://tang.serv00.net/zb/99.php?id=2401&token=ade00fd0
寰宇新聞,https://tang.serv00.net/zb/99.php?id=304&token=ade00fd0
寰宇財經,https://tang.serv00.net/zb/99.php?id=2536&token=ade00fd0
公視新聞,https://tang.serv00.net/zb/99.php?id=20&token=ade00fd0
寰宇臺灣,https://tang.serv00.net/zb/99.php?id=87&token=ade00fd0
年代新聞,https://tang.serv00.net/zb/99.php?id=2719&token=ade00fd0
年代新聞,https://tang.serv00.net/zb/99.php?id=1099&token=ade00fd0
壹新聞,https://tang.serv00.net/zb/99.php?id=2777&token=ade00fd0
壹新聞,https://tang.serv00.net/zb/99.php?id=494&token=ade00fd0
非凡新聞,https://tang.serv00.net/zb/99.php?id=2795&token=ade00fd0
非凡新聞,https://tang.serv00.net/zb/99.php?id=314&token=ade00fd0
台視財經,https://tang.serv00.net/zb/99.php?id=300&token=ade00fd0
運通財經,https://tang.serv00.net/zb/99.php?id=79&token=ade00fd0
SBN全球財經,https://tang.serv00.net/zb/99.php?id=1497&token=ade00fd0
鏡新聞mnews,https://tang.serv00.net/zb/99.php?id=463&token=ade00fd0
鳳凰秀,https://tang.serv00.net/zb/99.php?id=1293&token=ade00fd0
三立国際,https://tang.serv00.net/zb/99.php?id=2285&token=ade00fd0
GB News,https://tang.serv00.net/zb/99.php?id=77&token=ade00fd0
DW德國之聲,https://tang.serv00.net/zb/99.php?id=1059&token=ade00fd0
FRANCE 24 English,https://tang.serv00.net/zb/99.php?id=2231&token=ade00fd0
新唐人亞太台,https://tang.serv00.net/zb/99.php?id=10&token=ade00fd0
CBN News,https://tang.serv00.net/zb/99.php?id=499&token=ade00fd0
TRTWORLD,https://tang.serv00.net/zb/99.php?id=1022&token=ade00fd0
Bloomberg Business,https://tang.serv00.net/zb/99.php?id=1046&token=ade00fd0
Al Jazeera,https://tang.serv00.net/zb/99.php?id=1144&token=ade00fd0
Bloomberg Quicktake,https://tang.serv00.net/zb/99.php?id=370&token=ade00fd0
Euronews English,https://tang.serv00.net/zb/99.php?id=2342&token=ade00fd0
CGTN English,https://tang.serv00.net/zb/99.php?id=2362&token=ade00fd0
CGTN Documentary,https://tang.serv00.net/zb/99.php?id=2363&token=ade00fd0
CGTN Français,https://tang.serv00.net/zb/99.php?id=2364&token=ade00fd0
CGTN Español,https://tang.serv00.net/zb/99.php?id=317&token=ade00fd0
CGTN العربية,https://tang.serv00.net/zb/99.php?id=1004&token=ade00fd0
NHK WORLD,https://tang.serv00.net/zb/99.php?id=1394&token=ade00fd0
United Nations,https://tang.serv00.net/zb/99.php?id=184&token=ade00fd0
CANAL 24,https://tang.serv00.net/zb/99.php?id=115&token=ade00fd0
Channels,https://tang.serv00.net/zb/99.php?id=1495&token=ade00fd0
ABC News Australia,https://tang.serv00.net/zb/99.php?id=2769&token=ade00fd0
FRANCE 24,https://tang.serv00.net/zb/99.php?id=1042&token=ade00fd0
CNN Indonesia,https://tang.serv00.net/zb/99.php?id=1145&token=ade00fd0
影視頻道,#genre#
龍華日韓,https://tang.serv00.net/zb/99.php?id=382&token=ade00fd0
東森戲劇,https://tang.serv00.net/zb/99.php?id=2825&token=ade00fd0
東森戲劇,https://tang.serv00.net/zb/99.php?id=321&token=ade00fd0
八大戲劇,https://tang.serv00.net/zb/99.php?id=81&token=ade00fd0
緯來戲劇,https://tang.serv00.net/zb/99.php?id=2727&token=ade00fd0
緯來戲劇,https://tang.serv00.net/zb/99.php?id=339&token=ade00fd0
CATCHPLAY,https://tang.serv00.net/zb/99.php?id=93&token=ade00fd0
東森電影,https://tang.serv00.net/zb/99.php?id=350&token=ade00fd0
東森電影,https://tang.serv00.net/zb/99.php?id=2720&token=ade00fd0
緯來電影,https://tang.serv00.net/zb/99.php?id=2728&token=ade00fd0
HBO HD,https://tang.serv00.net/zb/99.php?id=332&token=ade00fd0
HBO HD,https://tang.serv00.net/zb/99.php?id=2823&token=ade00fd0
東森洋片,https://tang.serv00.net/zb/99.php?id=1128&token=ade00fd0
壹電影,https://tang.serv00.net/zb/99.php?id=2284&token=ade00fd0
好萊塢電影,https://tang.serv00.net/zb/99.php?id=37&token=ade00fd0
愛爾達影劇,https://tang.serv00.net/zb/99.php?id=500&token=ade00fd0
CineMAX,https://tang.serv00.net/zb/99.php?id=346&token=ade00fd0
靖天映畫,https://tang.serv00.net/zb/99.php?id=349&token=ade00fd0
靖洋戲劇,https://tang.serv00.net/zb/99.php?id=319&token=ade00fd0
緯來精彩,https://tang.serv00.net/zb/99.php?id=2280&token=ade00fd0
EYE戲劇,https://tang.serv00.net/zb/99.php?id=191&token=ade00fd0
三立戲劇,https://tang.serv00.net/zb/99.php?id=64&token=ade00fd0
三立戲劇,https://tang.serv00.net/zb/99.php?id=2819&token=ade00fd0
龍華偶像,https://tang.serv00.net/zb/99.php?id=385&token=ade00fd0
霹靂臺灣,https://tang.serv00.net/zb/99.php?id=1339&token=ade00fd0
靖天電影,https://tang.serv00.net/zb/99.php?id=110&token=ade00fd0
美亞電影,https://tang.serv00.net/zb/99.php?id=375&token=ade00fd0
民視影劇,https://tang.serv00.net/zb/99.php?id=1023&token=ade00fd0
AMC,https://tang.serv00.net/zb/99.php?id=84&token=ade00fd0
HBOSignature,https://tang.serv00.net/zb/99.php?id=329&token=ade00fd0
HBOSignature,https://tang.serv00.net/zb/99.php?id=2824&token=ade00fd0
HBO Hits,https://tang.serv00.net/zb/99.php?id=330&token=ade00fd0
采昌影劇,https://tang.serv00.net/zb/99.php?id=62&token=ade00fd0
